season,week,pair_id,v_mean,v_q05,v_q50,v_q95,v_ci_width,S_it,pJ_it
31,1,1,0.2660081049760697,0.08212091816421788,0.24415996864702627,0.5199463663775018,0.529185343061608,8.0,0.08839779005524862
31,1,2,0.031136882507613144,0.006481310572749846,0.02951226227872615,0.06092869708128549,0.061852850138505916,5.25,0.058011049723756904
31,1,3,0.06147602201135053,0.027260301670904215,0.058694115534322126,0.10574298405803363,0.09553222397248018,6.75,0.07458563535911603
31,1,4,0.11904984773361593,0.021552686786927375,0.1054961853951225,0.2701282710435056,0.3217540883528388,7.0,0.07734806629834254
31,1,5,0.032313391222287144,0.00702368800123703,0.028761089745538447,0.06973263963939691,0.07490949395871517,6.0,0.06629834254143646
31,1,6,0.02169322559689847,0.0057547540843685815,0.020033655305376253,0.04381423147212292,0.04441861058208529,4.5,0.049723756906077346
31,1,7,0.042903769089334035,0.012460937212206782,0.041446588143023454,0.07836999833453512,0.07579922446482117,6.5,0.0718232044198895
31,1,8,0.03502501079963572,0.009336723436872517,0.03390648707911954,0.06542889576842897,0.06517387194230152,5.75,0.06353591160220995
31,1,9,0.03688313748924728,0.008301444352102125,0.036268895507331006,0.06890668249887771,0.06838275552106289,5.0,0.055248618784530384
31,1,10,0.014248975625107232,0.0035075752011192517,0.012134115064513458,0.03254274306763168,0.03527713822585685,7.0,0.07734806629834254
31,1,11,0.055833125441882285,0.011438886275961978,0.05066533306989506,0.11917659291919461,0.13185605169801398,7.0,0.07734806629834254
31,1,12,0.022174867752170282,0.005343063615502463,0.020619390219186635,0.04414620308215011,0.045898832927672245,5.0,0.055248618784530384
31,1,13,0.07717382538756401,0.02716883877452159,0.06866999768806731,0.14634704755182393,0.15063384953744677,5.25,0.058011049723756904
31,1,14,0.10145280712039993,0.05800670323372712,0.09391725384729027,0.17129706610300716,0.15164562793178007,4.25,0.04696132596685083
31,1,15,0.08262700724682423,0.015518405941511798,0.07419139956457749,0.18777785016533105,0.19765320846832807,7.25,0.08011049723756906
31,2,1,0.2745609595479234,0.08662504720503404,0.2550024199901769,0.5286753618878725,0.5404438132458599,8.0,0.082687338501292
31,2,2,0.03142276424147821,0.00665428411354515,0.03009316015179682,0.06033889717941659,0.06183567832551562,5.25,0.05426356589147287
31,2,3,0.06268076716834955,0.028418532881760102,0.06016041877385718,0.10623735728025546,0.09852811090063233,7.25,0.07493540051679587
31,2,4,0.12192562585960995,0.022803281254906816,0.10770128354019654,0.2733495929267438,0.3187600445185552,8.0,0.082687338501292
31,2,5,0.032781239741714555,0.007071945797876979,0.029265305011971703,0.07092363992413786,0.0753642907605276,7.0,0.07235142118863049
31,2,7,0.04350652681412982,0.012477742112515572,0.04257045939786682,0.07833519345472177,0.07546945640997654,6.75,0.06976744186046512
31,2,8,0.035503108478470886,0.009352578699188376,0.034684063314615425,0.06468622695685013,0.06464455802569287,6.0,0.06201550387596899
31,2,9,0.037363760763225555,0.008600406748568348,0.03746104269237355,0.06859979239304372,0.0703540230730191,6.5,0.06718346253229975
31,2,10,0.014283302603015554,0.0035980606923833253,0.012286770884199303,0.032162161287646034,0.03496719757572323,7.0,0.07235142118863049
31,2,11,0.0567586306868713,0.011693621469341034,0.051507530802605776,0.12022813314151275,0.13016790742571627,7.0,0.07235142118863049
31,2,12,0.02225506585426985,0.005326462884428908,0.02126867024578124,0.04391754395224416,0.04511008862112993,5.75,0.059431524547803614
31,2,13,0.07885131280987324,0.027735535112545024,0.07042928963869995,0.14514458167757202,0.1592758834861589,7.5,0.07751937984496124
31,2,14,0.10348622055584608,0.060225929730731265,0.0957215444849384,0.1724364715264831,0.14352456520657236,6.75,0.06976744186046512
31,2,15,0.08462071487521781,0.015601157063992259,0.07597232316174948,0.18972376834975657,0.20834418660974505,8.0,0.082687338501292
31,3,1,0.283591538300534,0.0884469752920599,0.2613336491541167,0.5487520721412835,0.5553667728271509,8.25,0.08753315649867374
31,3,2,0.03136707891143311,0.007116372865819235,0.03018318039229963,0.05960347967075558,0.06040434045614679,6.0,0.0636604774535809
31,3,3,0.06397442211141705,0.02765055701294016,0.06150429304839927,0.10823416878643663,0.09771304165183173,7.75,0.08222811671087533
31,3,4,0.1253336490903792,0.022999412812731546,0.1101824060387337,0.2838102093113306,0.3240511922738268,8.25,0.08753315649867374
31,3,5,0.033161749839305574,0.006825994777959579,0.029959300942849244,0.07068753715261127,0.07400869172199508,8.0,0.08488063660477453
31,3,7,0.04399242742590258,0.012575099490843941,0.04325294269410786,0.07771403204793237,0.07495027293339056,7.25,0.07692307692307693
31,3,8,0.035981749156456126,0.009074214841906878,0.035095237194739906,0.06546757106200145,0.0638395680334234,7.25,0.07692307692307693
31,3,9,0.03793740480069133,0.008677800711176376,0.037971433122119605,0.07022603011288472,0.06938746779598101,6.25,0.06631299734748011
31,3,10,0.014380467881437592,0.0034595467077166366,0.012337918608488974,0.03294976943389563,0.03528360226247984,7.0,0.07427055702917772
31,3,11,0.05772328456121393,0.011989923239889415,0.05269563811361823,0.12160777376874049,0.12997464310942103,7.5,0.07957559681697612
31,3,13,0.08027487240894268,0.02870828027442776,0.07207204698462347,0.14634287496466974,0.1603919936202847,6.75,0.07161803713527852
31,3,14,0.10571881023004938,0.06281895554040587,0.09844190835327504,0.17372243207824714,0.13949597922321688,5.75,0.0610079575596817
31,3,15,0.08656254528222891,0.015654082794729976,0.07788064208891243,0.19253872268596212,0.21134810058316847,8.25,0.08753315649867374
31,4,1,0.2947842307835264,0.0925482902774927,0.2752151393033774,0.564193693498482,0.5746470451743706,9.0,0.09498680738786279
31,4,3,0.06577785901576214,0.028702837847186042,0.06377774640083655,0.10914458012435545,0.10139939422779784,7.25,0.07651715039577836
31,4,4,0.1299244962623628,0.02262449909166812,0.11538932701896765,0.2906622799976159,0.3331114615827865,9.0,0.09498680738786279
31,4,5,0.033938033192896754,0.006811004454503519,0.030500222972493954,0.07197999561334312,0.07783806185235763,8.5,0.08970976253298153
31,4,7,0.04513932341185154,0.01259116151696914,0.045346954999905,0.07827395176635828,0.07522631450641423,8.5,0.08970976253298153
31,4,8,0.03679193505465987,0.009641842607625847,0.036183775460374934,0.06581310189957201,0.06473346968852267,7.0,0.07387862796833773
31,4,9,0.03867616881802316,0.008593341384719498,0.0382802538237173,0.07130758815127884,0.07091300044401558,6.25,0.06596306068601583
31,4,10,0.01450679912017349,0.0036090748981179297,0.012452790211163908,0.03223909335033152,0.0346138428714432,8.0,0.08443271767810026
31,4,11,0.05933646523576369,0.01160711367161736,0.05479845464990128,0.12559346405798869,0.13224688978385218,8.0,0.08443271767810026
31,4,13,0.0826630946788737,0.028314736182890165,0.0746866478310002,0.15289118906065818,0.1543232850334572,7.0,0.07387862796833773
31,4,14,0.10875880627090768,0.06618907736649407,0.10137781688830656,0.17833862356592506,0.1421420738690552,7.25,0.07651715039577836
31,4,15,0.08970278815518555,0.016192118869378956,0.08099287842174296,0.19544875746947155,0.21986203182895825,9.0,0.09498680738786279
31,5,1,0.3083388908501338,0.10185400542464966,0.28760869254496,0.5794998985842402,0.5866617768859009,10.5,0.10181818181818182
31,5,3,0.06783151492144487,0.02966721878111867,0.06571551207308873,0.11189418680375071,0.1002453642109985,8.375,0.08121212121212121
31,5,4,0.13560372617636454,0.02406817637946828,0.12119724125633163,0.30111934684250413,0.3569085123502646,10.25,0.0993939393939394
31,5,5,0.03492428926810057,0.007318788517115182,0.03139233478004903,0.07274783065127104,0.07750548416840283,9.75,0.09454545454545454
31,5,7,0.04678157988950465,0.012748595891189126,0.04710135056815877,0.0801258608082897,0.07753372763541978,8.875,0.08606060606060606
31,5,8,0.03783868420921905,0.009707170508016031,0.03731512971244069,0.06679394262578067,0.06508858546232918,8.75,0.08484848484848485
31,5,10,0.01480421341029018,0.0037764146665106696,0.012768391848372581,0.033108457641203,0.035315819588013164,10.0,0.09696969696969697
31,5,11,0.061685203251190035,0.01181843530247,0.057525082802407354,0.1277193401755871,0.14070857343604634,9.625,0.09333333333333334
31,5,13,0.08565130082412213,0.029613292620490922,0.07790292922826136,0.15395133764715652,0.16074335845489723,9.0,0.08727272727272728
31,5,14,0.1130719326683344,0.07061182875879864,0.10519223903762734,0.18235079085619035,0.1411752513409235,7.75,0.07515151515151515
31,5,15,0.09346866453127743,0.016129703151519407,0.0855917206277019,0.20249722817913954,0.23211092929218735,10.25,0.0993939393939394
31,6,1,0.3284231412769117,0.10903325837539703,0.30791913207738786,0.6062648474460933,0.606668104184691,10.0,0.12779552715654952
31,6,3,0.07018374281488629,0.030324028241198602,0.06798594571687369,0.11460411111611264,0.10609939825015519,8.5,0.10862619808306709
31,6,4,0.14401045842943114,0.024126702385942955,0.12999459887006654,0.31781277288999926,0.3714978006720948,9.25,0.1182108626198083
31,6,5,0.03672495193728565,0.007360225301943433,0.033013387102089314,0.07772632063552734,0.08229051652767515,9.0,0.11501597444089456
31,6,7,0.04856120648317316,0.013925937866056906,0.048120920377013654,0.08509703505726339,0.08230333941715244,8.5,0.10862619808306709
31,6,11,0.06473279222841642,0.012284990365999799,0.06027021284954277,0.13471615895870764,0.14309163078072124,9.0,0.11501597444089456
31,6,13,0.09004460405016858,0.030642723759224753,0.08299852914263003,0.16146214984920662,0.1590151210237549,8.5,0.10862619808306709
31,6,14,0.11830511847259541,0.07393480611102804,0.11084939606172044,0.18342028223265489,0.1421654287969261,7.0,0.08945686900958466
31,6,15,0.09901398430710259,0.017274171918446327,0.09046842910319296,0.2164460766822014,0.2368205542934775,8.5,0.10862619808306709
31,7,1,0.3322908596296418,0.1088637228655485,0.31171508299424744,0.6086723249479272,0.6115760183569596,9.75,0.11981566820276497
31,7,3,0.068710757486187,0.02954964148639372,0.0669290224937803,0.11173852709276952,0.10261575829751501,9.125,0.11213517665130568
31,7,4,0.14423015803014277,0.024668367259262528,0.1320910142745072,0.3135090550044849,0.37405260359794146,8.875,0.10906298003072197
31,7,5,0.036275621651832055,0.007322511923252305,0.03299501858479295,0.07668213652582702,0.07901478780302222,8.75,0.10752688172043011
31,7,7,0.047376020634968055,0.013562920828925237,0.04742424478668743,0.08228576600444715,0.07970386561809009,8.625,0.10599078341013825
31,7,11,0.06452827184301546,0.011855516368216676,0.060742672126491426,0.13157310918237572,0.1416619041165279,9.125,0.11213517665130568
31,7,13,0.08986828555644658,0.03174035947733973,0.08334158136790426,0.16065742143275055,0.1609159247409927,9.75,0.11981566820276497
31,7,14,0.11747024007607915,0.07423396259403743,0.11017262344369244,0.18362132870717848,0.1444669050532935,7.875,0.0967741935483871
31,7,15,0.09924978509165826,0.01593964009872974,0.09039895868185148,0.20982287238793498,0.24340728093038588,9.5,0.11674347158218126
31,8,1,0.35204415394106103,0.11475277213079137,0.32904440087230674,0.6329007717799384,0.6268902065026546,11.25,0.14331210191082802
31,8,3,0.07064928778837769,0.02936834803356565,0.06854151387683166,0.11597363399941396,0.10451308579314275,9.75,0.12420382165605096
31,8,4,0.15199377797349958,0.025761030487500745,0.1407649909217661,0.3294823389999116,0.40042926801606077,10.0,0.12738853503184713
31,8,5,0.03758283677489576,0.007360958898749168,0.03423554583754802,0.07872660810432902,0.08086968703966962,8.75,0.11146496815286625
31,8,11,0.0676464283603921,0.01253766591721962,0.06364003361106357,0.13818852594410388,0.14667189225658328,10.5,0.1337579617834395
31,8,13,0.09418303675943543,0.03143993750675086,0.0875349361615122,0.16691792134721392,0.1697435236131033,9.75,0.12420382165605096
