season,week,pair_id,v_mean,v_q05,v_q50,v_q95,v_ci_width,S_it,pJ_it
20,1,1,0.036170591704864946,0.010281312325478232,0.033481592666500415,0.07117394930805676,0.07027197261339675,5.5,0.08461538461538462
20,1,2,0.11554902638786406,0.04767683067106753,0.11021681013985887,0.19983439710177003,0.1853922101285359,6.5,0.1
20,1,3,0.04017850220323798,0.012187385399454614,0.03744473295897549,0.07832779816219138,0.07802517151990959,6.5,0.1
20,1,4,0.1362476679540971,0.051729085976825705,0.1304395834886537,0.2393436540302632,0.2333933946617917,6.5,0.1
20,1,5,0.06814181443975827,0.02183075034861121,0.06633799400476972,0.12420660376865454,0.12094381311403532,6.25,0.09615384615384616
20,1,6,0.019362216470401764,0.004875913261129436,0.016978466018224843,0.04161998285545201,0.04490597940851912,5.5,0.08461538461538462
20,1,7,0.17173304503753783,0.055696078545327016,0.15971601467815422,0.3237675494691354,0.33443127642277015,7.75,0.11923076923076924
20,1,8,0.2937628874617499,0.12292791480161326,0.2689804429646562,0.5477535668869619,0.5237503382918127,8.0,0.12307692307692308
20,1,9,0.05297967240370888,0.01563390446737126,0.049947286182585926,0.09788035267377165,0.10038845645606029,6.25,0.09615384615384616
20,1,10,0.06587457593677926,0.014676198468366333,0.06181288831022326,0.1294732294412102,0.1367417818978966,6.25,0.09615384615384616
20,2,1,0.03577086954867002,0.010139970139505173,0.03325696423609159,0.07071363985498426,0.06937081578143542,6.5,0.0912280701754386
20,2,2,0.11517522711645377,0.0493951395926851,0.10983983463595126,0.19689834010930782,0.18419781566168,5.25,0.07368421052631578
20,2,3,0.03957954096128371,0.012041634219093269,0.03719526309526841,0.0756513745102431,0.07438711750397706,7.0,0.09824561403508772
20,2,4,0.1360486650144944,0.05208400868176677,0.13105516593854816,0.2368057876124452,0.2309590955139521,6.75,0.09473684210526316
20,2,5,0.06760221791201476,0.021645515512894967,0.06550175216783063,0.12090868968492013,0.11500244977259814,7.0,0.09824561403508772
20,2,6,0.019090278850922893,0.004606775238649232,0.016706943473277537,0.041918051278197824,0.04341251433240033,7.75,0.10877192982456141
20,2,7,0.1726920844488652,0.056008758314265134,0.15813566843274582,0.31823685630239434,0.33908514909217924,8.0,0.11228070175438597
20,2,8,0.2959565775556098,0.12137723351224415,0.27087813230834434,0.5488187939606971,0.515910140289795,8.0,0.11228070175438597
20,2,9,0.052654408643428664,0.015773443103485402,0.05070032663494496,0.09628261312825222,0.09398546293268926,7.0,0.09824561403508772
20,2,10,0.06543012994825681,0.014476305974162272,0.06165548482964521,0.1277650472694064,0.13525275523279004,8.0,0.11228070175438597
20,3,1,0.03567993761471964,0.01008281120351198,0.03311292530553599,0.0689795756621578,0.06867951100142942,5.5,0.088
20,3,2,0.1175935040219315,0.050712274000009244,0.11317655931971646,0.19633353725552968,0.17530418814067436,7.0,0.112
20,3,3,0.03973961180556611,0.012030838237418883,0.03740985059499248,0.07585778956021695,0.07507612436150217,6.0,0.096
20,3,4,0.13913610985877128,0.05295377743087123,0.13466470731083083,0.2417301361328282,0.22859034267163636,7.5,0.12
20,3,5,0.0682607234857968,0.022189773251775895,0.0662216361857464,0.11863273958504171,0.11708710353996953,5.5,0.088
20,3,7,0.1765357365219213,0.056925935819934735,0.1647077252767617,0.3270304570806841,0.33879515419452955,8.5,0.136
20,3,8,0.3038258467064047,0.1290593930623405,0.27516343949987293,0.5699200752558088,0.5372344613073015,8.25,0.132
20,3,9,0.05311460230974461,0.016040462685103493,0.051209623605534424,0.09695132748077039,0.09874622963853907,6.25,0.1
20,3,10,0.06611392767513757,0.014787209255294451,0.06231184216039222,0.12844978750764663,0.13056542542573682,8.0,0.128
20,4,2,0.12168951174237305,0.050915992017725564,0.11730842227655432,0.2001738029476737,0.1817864381720372,6.75,0.10588235294117647
20,4,3,0.0403813944423721,0.012028712282235001,0.03760260399706407,0.07800712506183738,0.07724813235364944,7.5,0.11764705882352941
20,4,4,0.14409767711056798,0.05417900713261828,0.13994109121522114,0.24380754491651285,0.2365703415583228,8.0,0.12549019607843137
20,4,5,0.07004053957648784,0.02223344725760281,0.06798907640465474,0.12159204763104726,0.11859691525506047,7.5,0.11764705882352941
20,4,7,0.18383201638034344,0.05823516011351011,0.17202176029540855,0.33664079018993176,0.3487908425569182,8.5,0.13333333333333333
20,4,8,0.3172741504327405,0.13777441943459548,0.2893712763910755,0.5900761029239064,0.5413040327202308,8.75,0.13725490196078433
20,4,9,0.054648261807416644,0.016007314819622937,0.05320951476725477,0.09970243312881746,0.09742652351694929,7.0,0.10980392156862745
20,4,10,0.06803644850768487,0.01521244264151277,0.06549618261116363,0.1294641874045236,0.13440219171894033,9.75,0.15294117647058825
20,5,2,0.12644928843880487,0.05325181768020763,0.12198126768646408,0.20929500033105766,0.18636348204059702,6.75,0.12217194570135746
20,5,4,0.15029758941987903,0.057433989483507975,0.14817205823394902,0.2531448988765994,0.23583271943972484,7.0,0.12669683257918551
20,5,5,0.07202066138899721,0.02254375938814106,0.07025853850468039,0.12466391416874607,0.11938774059011888,6.75,0.12217194570135746
20,5,7,0.19169218924280113,0.06311363141380605,0.18009683647448085,0.35133132479439294,0.36081744068018334,9.5,0.17194570135746606
20,5,8,0.3328798125903343,0.14943359056539215,0.3063800633759516,0.6121324192195882,0.5506427914356685,9.75,0.17647058823529413
20,5,9,0.05604139525695321,0.01568702642128691,0.054168065201743706,0.10152201018068038,0.10228962360687395,7.0,0.12669683257918551
20,5,10,0.07061906366220914,0.01583548842128326,0.06768118041787721,0.1343476243817239,0.13561055615327477,8.5,0.15384615384615385
20,6,2,0.13361011313952606,0.05432457133408791,0.13118685071770617,0.21773364403309692,0.19951967923099995,8.75,0.1643192488262911
20,6,4,0.15924367127245245,0.05996735260167184,0.15804256036293052,0.26296139709178123,0.24720286782848774,8.5,0.1596244131455399
20,6,5,0.07475486261183957,0.023387732097548568,0.0726182815872142,0.13354861719704939,0.12530514891377698,8.5,0.1596244131455399
20,6,7,0.20390415276074952,0.06518948296978798,0.19346425954834118,0.3701802264821745,0.3836129078045415,9.5,0.1784037558685446
20,6,8,0.3539417431581983,0.16292349638000733,0.32798583273311893,0.6415345188080462,0.566067065535481,8.875,0.16666666666666666
20,6,10,0.07454545705720424,0.01581041288592648,0.07178754920425814,0.1395286684889593,0.1408543923409567,9.125,0.17136150234741784
20,7,2,0.1437095521607537,0.05512384505547184,0.14287774449019425,0.2316067803499344,0.2112609567348549,7.75,0.17032967032967034
20,7,4,0.17255818029930212,0.05986123720709768,0.17336787473991516,0.28136511338649167,0.26354453394269883,9.5,0.2087912087912088
20,7,7,0.22133455231453256,0.07077440951948978,0.2133867714662528,0.4028037075518794,0.41295308735488145,9.25,0.2032967032967033
20,7,8,0.38256258785171143,0.1823174537335494,0.35828874160421675,0.6713862855678789,0.5878493685782895,9.25,0.2032967032967033
20,7,10,0.07983512737365972,0.016216456940159555,0.0776948383004719,0.15121975764634324,0.15098357037600146,9.75,0.21428571428571427
20,8,2,0.15409169110036106,0.056637115328789615,0.1521974441496962,0.2511632879336833,0.22843945836035562,8.0,0.22456140350877193
20,8,4,0.18824851278398774,0.06200584699987482,0.19130626834220105,0.29923621170422376,0.28528312371845826,7.875,0.22105263157894736
20,8,7,0.2404319387465887,0.07434489651430902,0.23392014960106006,0.43669608074380784,0.44426230206075124,9.75,0.2736842105263158
20,8,8,0.41722785736900925,0.20514945668236995,0.3920552387791435,0.7075269442133671,0.6075012598028914,10.0,0.2807017543859649
20,9,4,0.22105550865521378,0.06899127662010508,0.22281244116404897,0.35887603077599384,0.3334443667500647,9.5,0.3247863247863248
20,9,7,0.2854154446045995,0.08644950373898637,0.2852002927633748,0.5104842284414253,0.5318747389471066,10.0,0.3418803418803419
20,9,8,0.4935290467401121,0.2609015641598314,0.47407007656931616,0.7835492449446344,0.64161762299855,9.75,0.3333333333333333
20,10,4,0.21769800064567502,0.06704413464057704,0.22403125716152247,0.3488696316311146,0.3238096661846468,9.0,0.3103448275862069
20,10,7,0.2853007309473224,0.08617977589657326,0.2882517145459546,0.5048635306432045,0.5339519668339633,10.0,0.3448275862068966
20,10,8,0.49700126840692804,0.2592360569368984,0.474426669256268,0.784786075164766,0.6355976850387561,10.0,0.3448275862068966
