season,rule,p_champion_change,p_top3_change,rho_F,rho_J,drama_D,drama_D_late,upset_rate,suspense_H,suspense_H_late
7,percent,0.27,0.28,0.9485164835164837,0.938846153846154,0.5001049944731834,0.4137384954266988,0.4277777777777778,1.2467386820793829,1.1712455153581407
7,percent_save,0.22,0.23,0.9453846153846156,0.9454395604395606,0.515767352756636,0.439895916166569,0.3655555555555556,1.1218320716727468,0.9517450261310452
8,rank,0.0,0.0,0.933181818181818,0.8647272727272728,0.5337107409649922,0.3956666666666666,0.18,1.12899066382933,0.9116199275099024
8,rank_save,0.26,0.88,0.8867272727272728,0.8271818181818182,0.4921141518420387,0.2256666666666666,0.103,0.7783208053214663,0.4702882962552635
8,percent,0.26,0.33,0.945181818181818,0.9001818181818184,0.5350058988492536,0.355,0.2009999999999999,1.1755777006327803,1.040898431080013
8,percent_save,0.21,0.7,0.922909090909091,0.8890000000000002,0.5424423430554522,0.315,0.125,1.0050845776487896,0.7738442158094911
9,rank,0.0,0.0,0.9554725274725276,0.9296155240262124,0.5682586168091736,0.663485057760319,0.3911111111111111,1.239453279606556,1.3585678124099
9,rank_save,0.27,0.32,0.9442637362637362,0.9431908897767072,0.5811290931549368,0.8070256505152891,0.2644444444444444,1.0989575744406184,1.0767915942050323
9,percent,0.32,0.52,0.9527032967032968,0.9173162866606908,0.5998444288678875,0.7386923171819558,0.43,1.3889277240277882,1.3907536170434325
9,percent_save,0.23,0.51,0.947912087912088,0.9275913203810816,0.585174963675748,0.7503589838486225,0.3766666666666667,1.3113174950579052,1.2833996837162716
10,rank,0.0,0.0,0.9226666666666667,0.9105,0.341344801535434,0.2953551641175211,0.0366666666666666,0.9801497839301078,1.080080402990453
10,rank_save,0.13,0.3,0.9566666666666666,0.9523333333333333,0.3857560640350332,0.3891065296509359,0.0122222222222222,0.496300586813412,0.4392564273915338
10,percent,0.19,0.46,0.9385,0.9216666666666667,0.3629778316848482,0.3293678581420515,0.0577777777777777,1.0477009619432407,1.1209968663550844
10,percent_save,0.21,0.32,0.9598333333333332,0.9558333333333334,0.3862775971167508,0.400831854466701,0.0133333333333333,0.574897737895107,0.610859426039927
11,rank,0.0,0.0,0.9550000000000002,0.9393636363636364,0.6277817464446422,0.4659887037800089,0.15,0.9835322133027384,0.7442932017118181
11,rank_save,0.3,0.85,0.9333636363636364,0.9408181818181818,0.5616451259411775,0.2877027198333677,0.0811111111111111,0.7323226760845213,0.5642330775929809
11,percent,0.34,0.28,0.9628181818181818,0.9446363636363636,0.6098045487091346,0.4273566749161225,0.1833333333333333,1.099575208134825,1.0768610068377111
11,percent_save,0.39,0.83,0.947090909090909,0.9505454545454546,0.5633196281889237,0.3073023035163608,0.1111111111111111,0.8158187592135855,0.6799540922212682
12,rank,0.0,0.0,0.946,0.925,0.7479095677232073,1.024333333333333,0.1044444444444444,1.0168654594995494,0.9612362509757568
12,rank_save,0.2,0.66,0.9303333333333336,0.9330000000000002,0.7111738651570515,1.0163333333333333,0.0266666666666666,0.7293117699961363,0.6698133020446493
12,percent,0.22,0.44,0.9450000000000002,0.9258333333333334,0.7141998664831354,0.963,0.0944444444444444,1.0664803283912494,1.1068010917116424
12,percent_save,0.2,0.53,0.945,0.9328333333333336,0.765220097269497,1.1090000000000002,0.0288888888888888,0.8633847014375122,0.9039258003613658
13,rank,0.0,0.0,0.9323636363636364,0.9023636363636364,0.6184201486871579,0.6284885372247305,0.0655555555555555,0.6527370569889483,0.8924762928860401
13,rank_save,0.2,0.19,0.9205454545454548,0.8795454545454544,0.641728179701904,0.6957415208062169,0.0088888888888888,0.2643933150103508,0.3304065667973166
13,percent,0.28,0.37,0.9560909090909092,0.8713636363636366,0.6581937532722033,0.6382786288230148,0.2011111111111111,1.0567779950468985,1.0354695507063312
13,percent_save,0.17,0.26,0.9452727272727272,0.8962727272727272,0.6488655809789108,0.6772784067493102,0.08,0.7325812336953499,0.7455445360619796
14,rank,0.0,0.0,0.9443333333333334,0.9168333333333334,0.5158085159834964,0.4066666666666667,0.1433333333333333,1.0228356360316504,1.0594576152135011
14,rank_save,0.3,0.24,0.9230000000000002,0.9158333333333336,0.4721554117883443,0.2693333333333333,0.1277777777777777,0.8372358075863008,0.7625983069160434
14,percent,0.16,0.44,0.9326666666666666,0.8965000000000001,0.5878736275297265,0.6413333333333333,0.2133333333333333,1.1676956215620184,1.1841944247972789
14,percent_save,0.74,0.38,0.9368333333333334,0.9243333333333336,0.6068410875772015,0.6746666666666666,0.1888888888888888,0.8832863521850912,0.889575191975314
15,rank,0.0,0.0,0.9063030303030304,0.926181818181818,0.5563704162056946,0.3903333333333333,0.13,0.6163397171268705,0.8169264120447753
15,rank_save,0.12,0.44,0.901939393939394,0.9238787878787876,0.5340853124182846,0.3184761904761904,0.0866666666666666,0.3892182193163293,0.6314404070526337
15,percent,0.16,0.47,0.937939393939394,0.9096969696969696,0.5663040830338266,0.4193809523809524,0.26,1.256541553284886,1.2953534070075934
15,percent_save,0.16,0.42,0.9235151515151516,0.9305454545454545,0.5760995486869153,0.3835238095238095,0.1822222222222222,0.9890350414044996,1.0968309265510072
16,rank,0.0,0.0,0.9496969696969696,0.8883636363636362,0.565382251613379,0.7897720028226255,0.0555555555555555,1.1288274657595785,1.1409297724903216
16,rank_save,0.26,0.41,0.9797575757575756,0.9225454545454546,0.6146674220938898,0.8825039141813616,0.01,0.653559108035983,0.662689342085063
16,percent,0.24,0.41,0.9567272727272724,0.8945454545454544,0.5555725759078812,0.7430142322500365,0.07,1.0898141521190492,1.1196815133716342
16,percent_save,0.26,0.44,0.9786666666666666,0.9144242424242424,0.5952173211494098,0.890458124815832,0.0077777777777777,0.5298768915379264,0.5376757745394393
17,rank,0.0,0.0,0.8888484848484849,0.8631515151515151,0.5982335197931102,0.4666666666666667,0.059,0.8260838336480942,0.5249414224435238
17,rank_save,0.33,0.34,0.8770909090909089,0.8620606060606057,0.5742676091044405,0.365,0.005,0.3697034006310272,0.0775937604864995
17,percent,0.3,0.38,0.935030303030303,0.9104242424242424,0.6719194808383477,0.5556666666666668,0.159,1.113443110096295,1.0506821207831756
17,percent_save,0.28,0.55,0.903878787878788,0.903030303030303,0.5974774157120932,0.4669999999999999,0.092,0.743566779786344,0.6154126853365821
18,rank,0.0,0.0,0.9587878787878787,0.924121212121212,0.5614337390364565,0.6177479805089232,0.1522222222222222,1.0526956629675923,1.1561266189662256
18,rank_save,0.35,0.43,0.932121212121212,0.9110303030303027,0.5521643872858012,0.552293286623521,0.0088888888888888,0.4114398418481134,0.4647743062391198
18,percent,0.27,0.52,0.9490909090909092,0.9223030303030302,0.550559058902846,0.5801154417958716,0.1577777777777777,1.1703221122357097,1.23731987994773
18,percent_save,0.23,0.43,0.9495757575757576,0.929212121212121,0.5547088669988576,0.6040144882736328,0.0866666666666666,0.8370785734657199,1.0318999511055214
19,rank,0.0,0.0,0.9525454545454548,0.8919090909090909,0.5641066843789482,0.6665208713687717,0.122,1.0520218549694504,1.0689580553698674
19,rank_save,0.31,0.35,0.9317272727272728,0.941,0.5514143784306306,0.7264323063136389,0.022,0.6361543241041508,0.7977483024294875
19,percent,0.29,0.38,0.9504545454545456,0.8951818181818183,0.5501060067183005,0.6277072161139937,0.136,1.1244228140599888,1.1794432229350127
19,percent_save,0.24,0.4,0.941909090909091,0.928818181818182,0.5608598670025488,0.7093521786354966,0.048,0.8214052459281544,0.9410184412249876
20,rank,0.0,0.0,0.9307878787878786,0.9373333333333334,0.5750597590824928,0.4102479138593197,0.0566666666666666,0.6348169995054626,0.6170055215617594
20,rank_save,0.21,0.3,0.8895757575757576,0.9134545454545454,0.538304812607304,0.4261410778340901,0.0066666666666666,0.4942460851784332,0.5555614030584675
20,percent,0.27,0.37,0.9493333333333334,0.9252121212121212,0.5364731357484999,0.4097201463619941,0.2155555555555555,1.1754401197844673,1.149940558374008
20,percent_save,0.22,0.35,0.9253333333333332,0.926909090909091,0.5814514238511387,0.4514551732809567,0.0766666666666666,0.7257838363658715,0.6537245324134509
21,rank,0.0,0.0,0.9089090909090912,0.9051818181818184,0.6433684695192946,0.6173653964774447,0.233,1.145836680789731,1.0210692637910257
21,rank_save,0.25,0.74,0.854727272727273,0.8775454545454547,0.5898095624961897,0.4094166975080229,0.181,0.9271308507574126,0.7547590092703188
21,percent,0.28,0.7,0.9461818181818182,0.927909090909091,0.7188938253739426,0.8595726558990816,0.275,1.2768690385734098,1.2811677965525452
21,percent_save,0.27,0.67,0.9364545454545457,0.9256363636363636,0.7358005771037162,0.9007799153207188,0.269,1.0903248227924822,1.1778075062471232
22,rank,0.0,0.0,0.9268181818181822,0.9303636363636364,0.5005419226158778,0.6119433281688516,0.2011111111111111,1.0526021877222729,1.2348497648357275
22,rank_save,0.17,0.45,0.924,0.9299090909090912,0.494454657362451,0.6113190334685602,0.1455555555555555,0.7717437520689833,1.1335565086324342
22,percent,0.23,0.82,0.9456363636363636,0.9275454545454545,0.5038183765518751,0.6202473310071911,0.3044444444444444,1.2223228134689206,1.514308737881647
22,percent_save,0.23,0.77,0.9470909090909092,0.9304545454545456,0.4907738856642249,0.5908285636498571,0.2588888888888889,1.0184355967521583,1.3934296428546726
23,rank,0.0,0.0,0.9353146853146854,0.939020979020979,0.4283892990001255,0.5441807697839102,0.118,0.9496346601024418,1.0219620578110604
23,rank_save,0.3,0.72,0.9197902097902102,0.9259440559440562,0.4158122347444597,0.4850653566513648,0.0849999999999999,0.671881848809341,0.5572154485333216
23,percent,0.3,0.81,0.9524475524475524,0.9493706293706294,0.4335175945455921,0.4764316043978315,0.239,1.2352823611786925,1.1514700233976063
23,percent_save,0.32,0.62,0.9453146853146857,0.9488111888111888,0.425881386971814,0.450652663786366,0.132,1.0206999464207929,0.9809831165364824
24,rank,0.0,0.0,0.9467272727272728,0.894909090909091,0.765018213416441,0.7133333333333334,0.1988888888888889,1.0188270420568395,1.1120105187951557
24,rank_save,0.27,0.77,0.908818181818182,0.9182727272727276,0.7546122909765332,0.6900701754385964,0.1677777777777777,0.8650637193200822,0.9361826525523212
24,percent,0.34,0.66,0.962,0.8678181818181818,0.7754082407110413,0.812,0.3455555555555555,1.2354821753938725,1.3075863788230415
24,percent_save,0.35,0.47,0.9524545454545456,0.8861818181818181,0.766771198440789,0.745719298245614,0.2533333333333333,0.9535804014577643,1.0412081382759293
25,rank,0.0,0.0,0.9293333333333332,0.9488484848484848,0.3379057192918365,0.2721539030917347,0.07,1.1038541137822206,1.1577071928184306
25,rank_save,0.21,0.35,0.9349090909090908,0.9544242424242424,0.3295998353235342,0.2553739877710162,0.05,0.7236222869491233,0.5120351401043074
25,percent,0.26,0.44,0.938181818181818,0.9481212121212118,0.3413370165246003,0.2732607391169643,0.1188888888888888,1.2646543995592598,1.2102790384743252
25,percent_save,0.19,0.43,0.9303030303030304,0.9430303030303028,0.3281687801115469,0.2537201463619941,0.0844444444444444,0.9863746924122024,0.7965176726554893
26,rank,0.0,0.0,0.9370909090909088,0.9424242424242424,0.4176949564894722,0.4673751964232942,0.8833333333333333,1.4348942552115052,1.4348942552115052
26,rank_save,0.26,0.2,0.9383030303030302,0.935272727272727,0.4480893691657209,0.5011321916578863,0.9433333333333334,1.3976942615382288,1.3976942615382288
26,percent,0.28,0.32,0.938181818181818,0.899030303030303,0.3968123071772914,0.4387569117278902,1.106666666666667,1.5697196779450575,1.5697196779450575
26,percent_save,0.25,0.33,0.9406060606060608,0.9024242424242424,0.4001193125909429,0.4398429727661736,1.0733333333333337,1.5397453833104215,1.5397453833104215
27,rank,0.0,0.0,0.9267272727272728,0.8535454545454547,0.9523708703221564,0.9872214514471026,0.32125,1.0211985727702777,0.9936953725033104
27,rank_save,0.47,0.45,0.9031818181818184,0.8866363636363639,0.9134021669338712,0.949286022979898,0.15625,0.7742142740815561,0.8904622013632387
27,percent,0.54,0.4,0.9553636363636364,0.8290000000000002,1.0271846258952382,1.1029225061505747,0.4175,1.1740400008008791,1.2585941468791393
27,percent_save,0.59,0.44,0.9365454545454546,0.8520909090909092,0.9782318627743652,1.0335360363450583,0.31375,0.9729826649984786,1.0301499971935133
28,rank,0.0,0.0,0.9109790209790212,0.8001398601398603,0.8593630023024355,0.7579175369383037,0.263,1.02675614066387,0.8617173095977919
28,rank_save,0.39,0.22,0.9011188811188816,0.8309790209790211,0.8936968376856051,0.8669501724680866,0.19,1.0123500275637842,0.8394374444414376
28,percent,0.3,0.41,0.9090209790209792,0.7930769230769232,0.8642695287123554,0.7899370167367656,0.272,1.1058893849345894,0.8458461145361272
28,percent_save,0.32,0.4,0.8983216783216785,0.7895104895104897,0.8784980235469294,0.8165783646574402,0.244,1.157232541450543,0.8929092447541427
29,rank,0.0,0.0,0.8945054945054945,0.9068571428571428,0.7679681486793897,0.7501443149272704,0.259,1.1191400384285777,1.3171396200201346
29,rank_save,0.28,0.65,0.8966593406593407,0.9356923076923076,0.7993545978370432,0.8001765537972687,0.175,1.1423329405933045,1.2323511411255843
29,percent,0.43,0.7,0.8957362637362638,0.8528791208791211,0.7041664614663068,0.7019097311033707,0.304,1.159708013758515,1.2455631736453068
29,percent_save,0.4,0.67,0.9055384615384616,0.8855384615384615,0.7271941933415672,0.7192787750600693,0.283,1.2355803476747824,1.227235479349244
30,rank,0.0,0.0,0.9399450549450548,0.9018131868131872,0.8664779020240994,0.7528748240384122,0.2555555555555555,1.2386175980086749,1.343787384065318
30,rank_save,0.17,0.56,0.94989010989011,0.9137912087912088,0.8769178759775155,0.7636519719776087,0.2366666666666666,1.2323459484562234,1.2822793481656931
30,percent,0.25,0.53,0.9046703296703296,0.848956043956044,0.8250170670662834,0.6847717889495848,0.3077777777777777,1.4146173919073206,1.5013587765508585
30,percent_save,0.18,0.51,0.9127472527472528,0.8646703296703296,0.8298556715774181,0.6911369365525869,0.3,1.344350834373835,1.5211794439142274
31,rank,0.0,0.0,0.916,0.9167142857142856,0.5475191643596914,0.3829580338829037,0.4155555555555555,1.3123005805713714,1.385074140217171
31,rank_save,0.23,0.51,0.9116071428571426,0.9204642857142856,0.5823703337532747,0.4051911293031765,0.3344444444444444,1.188152390991662,1.323751557197383
31,percent,0.25,0.61,0.9268928571428572,0.9013928571428568,0.5195956222332491,0.3617721460096689,0.4455555555555555,1.4389796195592992,1.588777649493979
31,percent_save,0.22,0.5,0.9261785714285712,0.905285714285714,0.5306790050389343,0.3253842585298021,0.4255555555555556,1.396557361168833,1.5401592399779993
32,rank,0.0,0.0,0.9169090909090908,0.9315454545454548,0.5455815204187765,0.3721347836781007,0.12,1.186265919483978,1.2469109645056091
32,rank_save,0.29,0.58,0.8700000000000003,0.9284545454545456,0.5057866519938843,0.3812646486259039,0.038,0.936514742529171,1.05539642861684
32,percent,0.29,0.65,0.8992727272727276,0.9022727272727274,0.505054587712035,0.3120429799745082,0.129,1.2547608809761484,1.2632389131189428
32,percent_save,0.14,0.6,0.903,0.931,0.5094440577697721,0.4003180966120842,0.062,1.0377571346930965,1.2272744317158002
33,rank,0.0,0.0,0.9029370629370632,0.8546153846153848,0.5832721063770449,0.573851710694476,0.2275,1.2105205074884908,1.0469169653182029
33,rank_save,0.14,0.63,0.8782517482517486,0.8502797202797203,0.6047774494952188,0.6055466276471522,0.18375,1.063877803998996,0.852552323874337
33,percent,0.28,0.72,0.8905594405594406,0.7758041958041959,0.5873384286102931,0.573589877313405,0.29375,1.2884151593242683,1.3021511929652163
33,percent_save,0.38,0.69,0.9025874125874128,0.8066433566433568,0.6042935773605462,0.5980509732349071,0.2425,1.1903854829112688,1.2038299923401643
34,rank,0.0,0.0,0.8521428571428572,0.860879120879121,0.8011220675942533,0.5455855779290708,0.255,1.0238256285906622,0.9625691681220052
34,rank_save,0.3,0.64,0.8408791208791209,0.8876373626373626,0.8066715151603663,0.6274677144503317,0.173,0.8821521749036844,0.8125545440492505
34,percent,0.29,0.47,0.8747252747252747,0.8068131868131868,0.7199373337685038,0.4169907038204006,0.285,0.9600489842660028,0.6451678762724862
34,percent_save,0.28,0.51,0.8674175824175824,0.8347252747252749,0.7857108654457804,0.5443183865159452,0.284,1.151402068205641,1.0092718745899192
