season,week,rule_A,rule_B,p_elim_diff
3,1,percent,percent_save,0.15
3,2,percent,percent_save,0.8
3,3,percent,percent_save,0.69
3,4,percent,percent_save,0.73
3,5,percent,percent_save,0.81
3,6,percent,percent_save,0.0
3,7,percent,percent_save,0.0
3,8,percent,percent_save,0.49
3,9,percent,percent_save,0.53
3,1,percent,rank,0.28
3,2,percent,rank,0.63
3,3,percent,rank,0.66
3,4,percent,rank,0.75
3,5,percent,rank,0.92
3,6,percent,rank,0.0
3,7,percent,rank,0.0
3,8,percent,rank,0.84
3,9,percent,rank,0.75
3,1,percent,rank_save,0.28
3,2,percent,rank_save,0.76
3,3,percent,rank_save,0.64
3,4,percent,rank_save,0.79
3,5,percent,rank_save,0.96
3,6,percent,rank_save,0.0
3,7,percent,rank_save,0.0
3,8,percent,rank_save,0.89
3,9,percent,rank_save,0.79
3,1,percent_save,rank,0.25
3,2,percent_save,rank,0.75
3,3,percent_save,rank,0.61
3,4,percent_save,rank,0.55
3,5,percent_save,rank,0.95
3,6,percent_save,rank,0.0
3,7,percent_save,rank,0.0
3,8,percent_save,rank,0.79
3,9,percent_save,rank,0.79
3,1,percent_save,rank_save,0.17
3,2,percent_save,rank_save,0.55
3,3,percent_save,rank_save,0.29
3,4,percent_save,rank_save,0.61
3,5,percent_save,rank_save,0.93
3,6,percent_save,rank_save,0.0
3,7,percent_save,rank_save,0.0
3,8,percent_save,rank_save,0.81
3,9,percent_save,rank_save,0.77
3,1,rank,rank_save,0.37
3,2,rank,rank_save,0.83
3,3,rank,rank_save,0.65
3,4,rank,rank_save,0.61
3,5,rank,rank_save,0.54
3,6,rank,rank_save,0.0
3,7,rank,rank_save,0.0
3,8,rank,rank_save,0.31
3,9,rank,rank_save,0.35
