season,week,rule_A,rule_B,p_elim_diff
7,1,percent,percent_save,0.53
7,2,percent,percent_save,0.82
7,3,percent,percent_save,0.0
7,4,percent,percent_save,0.62
7,5,percent,percent_save,0.75
7,6,percent,percent_save,0.49
7,7,percent,percent_save,0.69
7,8,percent,percent_save,0.58
7,9,percent,percent_save,0.5
7,1,percent,rank,0.59
7,2,percent,rank,0.94
7,3,percent,rank,0.0
7,4,percent,rank,0.61
7,5,percent,rank,0.74
7,6,percent,rank,0.65
7,7,percent,rank,0.65
7,8,percent,rank,0.63
7,9,percent,rank,0.5
7,1,percent,rank_save,0.52
7,2,percent,rank_save,0.9
7,3,percent,rank_save,0.0
7,4,percent,rank_save,0.6
7,5,percent,rank_save,0.73
7,6,percent,rank_save,0.68
7,7,percent,rank_save,0.81
7,8,percent,rank_save,0.58
7,9,percent,rank_save,0.61
7,1,percent_save,rank,0.54
7,2,percent_save,rank,0.91
7,3,percent_save,rank,0.0
7,4,percent_save,rank,0.52
7,5,percent_save,rank,0.81
7,6,percent_save,rank,0.62
7,7,percent_save,rank,0.67
7,8,percent_save,rank,0.72
7,9,percent_save,rank,0.55
7,1,percent_save,rank_save,0.52
7,2,percent_save,rank_save,0.86
7,3,percent_save,rank_save,0.0
7,4,percent_save,rank_save,0.54
7,5,percent_save,rank_save,0.77
7,6,percent_save,rank_save,0.45
7,7,percent_save,rank_save,0.75
7,8,percent_save,rank_save,0.53
7,9,percent_save,rank_save,0.57
7,1,rank,rank_save,0.57
7,2,rank,rank_save,0.78
7,3,rank,rank_save,0.0
7,4,rank,rank_save,0.04
7,5,rank,rank_save,0.81
7,6,rank,rank_save,0.47
7,7,rank,rank_save,0.88
7,8,rank,rank_save,0.62
7,9,rank,rank_save,0.57
