season,week,rule_A,rule_B,p_elim_diff
6,1,percent,percent_save,0.0
6,2,percent,percent_save,0.54
6,3,percent,percent_save,0.52
6,4,percent,percent_save,0.62
6,5,percent,percent_save,0.58
6,6,percent,percent_save,0.48
6,7,percent,percent_save,0.63
6,8,percent,percent_save,0.76
6,9,percent,percent_save,0.57
6,1,percent,rank,0.0
6,2,percent,rank,0.53
6,3,percent,rank,0.62
6,4,percent,rank,0.68
6,5,percent,rank,0.67
6,6,percent,rank,0.57
6,7,percent,rank,0.66
6,8,percent,rank,0.68
6,9,percent,rank,0.64
6,1,percent,rank_save,0.0
6,2,percent,rank_save,0.51
6,3,percent,rank_save,0.51
6,4,percent,rank_save,0.54
6,5,percent,rank_save,0.59
6,6,percent,rank_save,0.43
6,7,percent,rank_save,0.63
6,8,percent,rank_save,0.72
6,9,percent,rank_save,0.53
6,1,percent_save,rank,0.0
6,2,percent_save,rank,0.54
6,3,percent_save,rank,0.56
6,4,percent_save,rank,0.68
6,5,percent_save,rank,0.65
6,6,percent_save,rank,0.41
6,7,percent_save,rank,0.55
6,8,percent_save,rank,0.62
6,9,percent_save,rank,0.42
6,1,percent_save,rank_save,0.0
6,2,percent_save,rank_save,0.17
6,3,percent_save,rank_save,0.17
6,4,percent_save,rank_save,0.23
6,5,percent_save,rank_save,0.27
6,6,percent_save,rank_save,0.27
6,7,percent_save,rank_save,0.38
6,8,percent_save,rank_save,0.52
6,9,percent_save,rank_save,0.33
6,1,rank,rank_save,0.0
6,2,rank,rank_save,0.57
6,3,rank,rank_save,0.55
6,4,rank,rank_save,0.68
6,5,rank,rank_save,0.66
6,6,rank,rank_save,0.4
6,7,rank,rank_save,0.63
6,8,rank,rank_save,0.69
6,9,rank,rank_save,0.53
