season,week,rule_A,rule_B,p_elim_diff
30,1,percent,percent_save,0.0
30,2,percent,percent_save,0.35
30,3,percent,percent_save,0.0
30,4,percent,percent_save,0.89
30,5,percent,percent_save,0.0
30,6,percent,percent_save,0.45
30,7,percent,percent_save,0.5
30,8,percent,percent_save,0.86
30,9,percent,percent_save,0.92
30,1,percent,rank,0.0
30,2,percent,rank,0.59
30,3,percent,rank,0.0
30,4,percent,rank,0.93
30,5,percent,rank,0.0
30,6,percent,rank,0.58
30,7,percent,rank,0.58
30,8,percent,rank,0.78
30,9,percent,rank,0.9
30,1,percent,rank_save,0.0
30,2,percent,rank_save,0.49
30,3,percent,rank_save,0.0
30,4,percent,rank_save,0.89
30,5,percent,rank_save,0.0
30,6,percent,rank_save,0.61
30,7,percent,rank_save,0.69
30,8,percent,rank_save,0.88
30,9,percent,rank_save,0.95
30,1,percent_save,rank,0.0
30,2,percent_save,rank,0.67
30,3,percent_save,rank,0.0
30,4,percent_save,rank,0.89
30,5,percent_save,rank,0.0
30,6,percent_save,rank,0.5
30,7,percent_save,rank,0.56
30,8,percent_save,rank,0.87
30,9,percent_save,rank,0.87
30,1,percent_save,rank_save,0.0
30,2,percent_save,rank_save,0.42
30,3,percent_save,rank_save,0.0
30,4,percent_save,rank_save,0.85
30,5,percent_save,rank_save,0.0
30,6,percent_save,rank_save,0.53
30,7,percent_save,rank_save,0.67
30,8,percent_save,rank_save,0.87
30,9,percent_save,rank_save,0.9
30,1,rank,rank_save,0.0
30,2,rank,rank_save,0.57
30,3,rank,rank_save,0.0
30,4,rank,rank_save,0.86
30,5,rank,rank_save,0.0
30,6,rank,rank_save,0.61
30,7,rank,rank_save,0.64
30,8,rank,rank_save,0.65
30,9,rank,rank_save,0.88
