season,week,rule_A,rule_B,p_elim_diff
9,1,percent,percent_save,0.59
9,2,percent,percent_save,0.76
9,3,percent,percent_save,0.81
9,4,percent,percent_save,0.73
9,5,percent,percent_save,0.59
9,6,percent,percent_save,0.73
9,7,percent,percent_save,0.79
9,8,percent,percent_save,0.62
9,9,percent,percent_save,0.0
9,1,percent,rank,0.4
9,2,percent,rank,0.68
9,3,percent,rank,0.64
9,4,percent,rank,0.74
9,5,percent,rank,0.61
9,6,percent,rank,0.8
9,7,percent,rank,0.8
9,8,percent,rank,0.68
9,9,percent,rank,0.0
9,1,percent,rank_save,0.39
9,2,percent,rank_save,0.67
9,3,percent,rank_save,0.79
9,4,percent,rank_save,0.81
9,5,percent,rank_save,0.65
9,6,percent,rank_save,0.76
9,7,percent,rank_save,0.72
9,8,percent,rank_save,0.56
9,9,percent,rank_save,0.0
9,1,percent_save,rank,0.46
9,2,percent_save,rank,0.65
9,3,percent_save,rank,0.73
9,4,percent_save,rank,0.79
9,5,percent_save,rank,0.61
9,6,percent_save,rank,0.79
9,7,percent_save,rank,0.72
9,8,percent_save,rank,0.64
9,9,percent_save,rank,0.0
9,1,percent_save,rank_save,0.49
9,2,percent_save,rank_save,0.66
9,3,percent_save,rank_save,0.68
9,4,percent_save,rank_save,0.75
9,5,percent_save,rank_save,0.5
9,6,percent_save,rank_save,0.64
9,7,percent_save,rank_save,0.74
9,8,percent_save,rank_save,0.45
9,9,percent_save,rank_save,0.0
9,1,rank,rank_save,0.3
9,2,rank,rank_save,0.52
9,3,rank,rank_save,0.69
9,4,rank,rank_save,0.82
9,5,rank,rank_save,0.7
9,6,rank,rank_save,0.77
9,7,rank,rank_save,0.71
9,8,rank,rank_save,0.56
9,9,rank,rank_save,0.0
