season,week,rule_A,rule_B,p_elim_diff
33,1,percent,percent_save,0.0
33,2,percent,percent_save,0.72
33,3,percent,percent_save,0.89
33,4,percent,percent_save,0.27
33,5,percent,percent_save,0.67
33,6,percent,percent_save,0.67
33,7,percent,percent_save,0.62
33,8,percent,percent_save,0.0
33,1,percent,rank,0.0
33,2,percent,rank,0.72
33,3,percent,rank,0.9
33,4,percent,rank,0.42
33,5,percent,rank,0.71
33,6,percent,rank,0.56
33,7,percent,rank,0.59
33,8,percent,rank,0.0
33,1,percent,rank_save,0.0
33,2,percent,rank_save,0.65
33,3,percent,rank_save,0.91
33,4,percent,rank_save,0.43
33,5,percent,rank_save,0.54
33,6,percent,rank_save,0.55
33,7,percent,rank_save,0.55
33,8,percent,rank_save,0.0
33,1,percent_save,rank,0.0
33,2,percent_save,rank,0.77
33,3,percent_save,rank,0.94
33,4,percent_save,rank,0.42
33,5,percent_save,rank,0.66
33,6,percent_save,rank,0.54
33,7,percent_save,rank,0.61
33,8,percent_save,rank,0.0
33,1,percent_save,rank_save,0.0
33,2,percent_save,rank_save,0.57
33,3,percent_save,rank_save,0.91
33,4,percent_save,rank_save,0.45
33,5,percent_save,rank_save,0.54
33,6,percent_save,rank_save,0.61
33,7,percent_save,rank_save,0.54
33,8,percent_save,rank_save,0.0
33,1,rank,rank_save,0.0
33,2,rank,rank_save,0.73
33,3,rank,rank_save,0.87
33,4,rank,rank_save,0.54
33,5,rank,rank_save,0.49
33,6,rank,rank_save,0.53
33,7,rank,rank_save,0.5
33,8,rank,rank_save,0.0
