season,week,rule_A,rule_B,p_elim_diff
1,1,percent,percent_save,0.0
1,2,percent,percent_save,0.35
1,3,percent,percent_save,0.77
1,4,percent,percent_save,0.0
1,5,percent,percent_save,0.62
1,1,percent,rank,0.0
1,2,percent,rank,0.28
1,3,percent,rank,0.64
1,4,percent,rank,0.0
1,5,percent,rank,0.47
1,1,percent,rank_save,0.0
1,2,percent,rank_save,0.75
1,3,percent,rank_save,0.86
1,4,percent,rank_save,0.0
1,5,percent,rank_save,0.7
1,1,percent_save,rank,0.0
1,2,percent_save,rank,0.33
1,3,percent_save,rank,0.7
1,4,percent_save,rank,0.0
1,5,percent_save,rank,0.48
1,1,percent_save,rank_save,0.0
1,2,percent_save,rank_save,0.69
1,3,percent_save,rank_save,0.79
1,4,percent_save,rank_save,0.0
1,5,percent_save,rank_save,0.4
1,1,rank,rank_save,0.0
1,2,rank,rank_save,0.72
1,3,rank,rank_save,0.77
1,4,rank,rank_save,0.0
1,5,rank,rank_save,0.58
