season,week,rule_A,rule_B,p_elim_diff
8,1,percent,percent_save,0.0
8,2,percent,percent_save,0.69
8,3,percent,percent_save,0.75
8,4,percent,percent_save,0.82
8,5,percent,percent_save,0.79
8,6,percent,percent_save,0.0
8,7,percent,percent_save,0.58
8,8,percent,percent_save,0.6
8,9,percent,percent_save,0.76
8,10,percent,percent_save,0.68
8,1,percent,rank,0.0
8,2,percent,rank,0.56
8,3,percent,rank,0.62
8,4,percent,rank,0.85
8,5,percent,rank,0.75
8,6,percent,rank,0.0
8,7,percent,rank,0.69
8,8,percent,rank,0.52
8,9,percent,rank,0.5
8,10,percent,rank,0.53
8,1,percent,rank_save,0.0
8,2,percent,rank_save,0.83
8,3,percent,rank_save,0.67
8,4,percent,rank_save,0.82
8,5,percent,rank_save,0.79
8,6,percent,rank_save,0.0
8,7,percent,rank_save,0.65
8,8,percent,rank_save,0.86
8,9,percent,rank_save,0.72
8,10,percent,rank_save,0.69
8,1,percent_save,rank,0.0
8,2,percent_save,rank,0.67
8,3,percent_save,rank,0.68
8,4,percent_save,rank,0.85
8,5,percent_save,rank,0.75
8,6,percent_save,rank,0.0
8,7,percent_save,rank,0.63
8,8,percent_save,rank,0.52
8,9,percent_save,rank,0.78
8,10,percent_save,rank,0.69
8,1,percent_save,rank_save,0.0
8,2,percent_save,rank_save,0.64
8,3,percent_save,rank_save,0.5
8,4,percent_save,rank_save,0.59
8,5,percent_save,rank_save,0.62
8,6,percent_save,rank_save,0.0
8,7,percent_save,rank_save,0.52
8,8,percent_save,rank_save,0.71
8,9,percent_save,rank_save,0.62
8,10,percent_save,rank_save,0.15
8,1,rank,rank_save,0.0
8,2,rank,rank_save,0.74
8,3,rank,rank_save,0.58
8,4,rank,rank_save,0.79
8,5,rank,rank_save,0.58
8,6,rank,rank_save,0.0
8,7,rank,rank_save,0.62
8,8,rank,rank_save,0.8
8,9,rank,rank_save,0.85
8,10,rank,rank_save,0.75
