season,week,rule_A,rule_B,p_elim_diff
14,1,percent,percent_save,0.0
14,2,percent,percent_save,0.0
14,3,percent,percent_save,0.61
14,4,percent,percent_save,0.73
14,5,percent,percent_save,0.63
14,6,percent,percent_save,0.57
14,7,percent,percent_save,0.77
14,8,percent,percent_save,0.85
14,9,percent,percent_save,0.87
14,1,percent,rank,0.0
14,2,percent,rank,0.0
14,3,percent,rank,0.5
14,4,percent,rank,0.56
14,5,percent,rank,0.61
14,6,percent,rank,0.57
14,7,percent,rank,0.57
14,8,percent,rank,0.74
14,9,percent,rank,0.61
14,1,percent,rank_save,0.0
14,2,percent,rank_save,0.0
14,3,percent,rank_save,0.57
14,4,percent,rank_save,0.8
14,5,percent,rank_save,0.62
14,6,percent,rank_save,0.58
14,7,percent,rank_save,0.8
14,8,percent,rank_save,0.88
14,9,percent,rank_save,0.81
14,1,percent_save,rank,0.0
14,2,percent_save,rank,0.0
14,3,percent_save,rank,0.61
14,4,percent_save,rank,0.69
14,5,percent_save,rank,0.47
14,6,percent_save,rank,0.48
14,7,percent_save,rank,0.72
14,8,percent_save,rank,0.9
14,9,percent_save,rank,0.8
14,1,percent_save,rank_save,0.0
14,2,percent_save,rank_save,0.0
14,3,percent_save,rank_save,0.59
14,4,percent_save,rank_save,0.71
14,5,percent_save,rank_save,0.59
14,6,percent_save,rank_save,0.56
14,7,percent_save,rank_save,0.35
14,8,percent_save,rank_save,0.81
14,9,percent_save,rank_save,0.72
14,1,rank,rank_save,0.0
14,2,rank,rank_save,0.0
14,3,rank,rank_save,0.55
14,4,rank,rank_save,0.76
14,5,rank,rank_save,0.59
14,6,rank,rank_save,0.57
14,7,rank,rank_save,0.76
14,8,rank,rank_save,0.85
14,9,rank,rank_save,0.54
