season,week,rule_A,rule_B,p_elim_diff
23,1,percent,percent_save,0.0
23,2,percent,percent_save,0.6
23,3,percent,percent_save,0.47
23,4,percent,percent_save,0.77
23,5,percent,percent_save,0.0
23,6,percent,percent_save,0.7
23,7,percent,percent_save,0.69
23,8,percent,percent_save,0.68
23,9,percent,percent_save,0.51
23,10,percent,percent_save,0.84
23,1,percent,rank,0.0
23,2,percent,rank,0.58
23,3,percent,rank,0.49
23,4,percent,rank,0.76
23,5,percent,rank,0.0
23,6,percent,rank,0.76
23,7,percent,rank,0.67
23,8,percent,rank,0.67
23,9,percent,rank,0.6
23,10,percent,rank,0.88
23,1,percent,rank_save,0.0
23,2,percent,rank_save,0.57
23,3,percent,rank_save,0.45
23,4,percent,rank_save,0.8
23,5,percent,rank_save,0.0
23,6,percent,rank_save,0.74
23,7,percent,rank_save,0.68
23,8,percent,rank_save,0.62
23,9,percent,rank_save,0.46
23,10,percent,rank_save,0.94
23,1,percent_save,rank,0.0
23,2,percent_save,rank,0.35
23,3,percent_save,rank,0.29
23,4,percent_save,rank,0.77
23,5,percent_save,rank,0.0
23,6,percent_save,rank,0.63
23,7,percent_save,rank,0.72
23,8,percent_save,rank,0.67
23,9,percent_save,rank,0.49
23,10,percent_save,rank,0.65
23,1,percent_save,rank_save,0.0
23,2,percent_save,rank_save,0.22
23,3,percent_save,rank_save,0.18
23,4,percent_save,rank_save,0.79
23,5,percent_save,rank_save,0.0
23,6,percent_save,rank_save,0.7
23,7,percent_save,rank_save,0.8
23,8,percent_save,rank_save,0.52
23,9,percent_save,rank_save,0.42
23,10,percent_save,rank_save,0.72
23,1,rank,rank_save,0.0
23,2,rank,rank_save,0.19
23,3,rank,rank_save,0.17
23,4,rank,rank_save,0.72
23,5,rank,rank_save,0.0
23,6,rank,rank_save,0.6
23,7,rank,rank_save,0.7
23,8,rank,rank_save,0.47
23,9,rank,rank_save,0.45
23,10,rank,rank_save,0.73
