season,week,rule_A,rule_B,p_elim_diff
13,1,percent,percent_save,0.15
13,2,percent,percent_save,0.0
13,3,percent,percent_save,0.73
13,4,percent,percent_save,0.68
13,5,percent,percent_save,0.51
13,6,percent,percent_save,0.63
13,7,percent,percent_save,0.71
13,8,percent,percent_save,0.66
13,9,percent,percent_save,0.42
13,1,percent,rank,0.12
13,2,percent,rank,0.0
13,3,percent,rank,0.85
13,4,percent,rank,0.6
13,5,percent,rank,0.58
13,6,percent,rank,0.76
13,7,percent,rank,0.63
13,8,percent,rank,0.63
13,9,percent,rank,0.49
13,1,percent,rank_save,0.13
13,2,percent,rank_save,0.0
13,3,percent,rank_save,0.91
13,4,percent,rank_save,0.58
13,5,percent,rank_save,0.57
13,6,percent,rank_save,0.7
13,7,percent,rank_save,0.8
13,8,percent,rank_save,0.7
13,9,percent,rank_save,0.36
13,1,percent_save,rank,0.05
13,2,percent_save,rank,0.0
13,3,percent_save,rank,0.79
13,4,percent_save,rank,0.39
13,5,percent_save,rank,0.07
13,6,percent_save,rank,0.63
13,7,percent_save,rank,0.79
13,8,percent_save,rank,0.68
13,9,percent_save,rank,0.34
13,1,percent_save,rank_save,0.04
13,2,percent_save,rank_save,0.0
13,3,percent_save,rank_save,0.73
13,4,percent_save,rank_save,0.41
13,5,percent_save,rank_save,0.06
13,6,percent_save,rank_save,0.53
13,7,percent_save,rank_save,0.53
13,8,percent_save,rank_save,0.32
13,9,percent_save,rank_save,0.14
13,1,rank,rank_save,0.03
13,2,rank,rank_save,0.0
13,3,rank,rank_save,0.6
13,4,rank,rank_save,0.03
13,5,rank,rank_save,0.01
13,6,rank,rank_save,0.47
13,7,rank,rank_save,0.81
13,8,rank,rank_save,0.65
13,9,rank,rank_save,0.33
