season,week,rule_A,rule_B,p_elim_diff
22,1,percent,percent_save,0.0
22,2,percent,percent_save,0.2
22,3,percent,percent_save,0.0
22,4,percent,percent_save,0.66
22,5,percent,percent_save,0.0
22,6,percent,percent_save,0.45
22,7,percent,percent_save,0.81
22,8,percent,percent_save,0.81
22,9,percent,percent_save,0.86
22,1,percent,rank,0.0
22,2,percent,rank,0.26
22,3,percent,rank,0.0
22,4,percent,rank,0.68
22,5,percent,rank,0.0
22,6,percent,rank,0.56
22,7,percent,rank,0.86
22,8,percent,rank,0.79
22,9,percent,rank,0.88
22,1,percent,rank_save,0.0
22,2,percent,rank_save,0.14
22,3,percent,rank_save,0.0
22,4,percent,rank_save,0.66
22,5,percent,rank_save,0.0
22,6,percent,rank_save,0.46
22,7,percent,rank_save,0.87
22,8,percent,rank_save,0.75
22,9,percent,rank_save,0.88
22,1,percent_save,rank,0.0
22,2,percent_save,rank,0.22
22,3,percent_save,rank,0.0
22,4,percent_save,rank,0.63
22,5,percent_save,rank,0.0
22,6,percent_save,rank,0.48
22,7,percent_save,rank,0.82
22,8,percent_save,rank,0.71
22,9,percent_save,rank,0.89
22,1,percent_save,rank_save,0.0
22,2,percent_save,rank_save,0.12
22,3,percent_save,rank_save,0.0
22,4,percent_save,rank_save,0.48
22,5,percent_save,rank_save,0.0
22,6,percent_save,rank_save,0.17
22,7,percent_save,rank_save,0.87
22,8,percent_save,rank_save,0.73
22,9,percent_save,rank_save,0.9
22,1,rank,rank_save,0.0
22,2,rank,rank_save,0.19
22,3,rank,rank_save,0.0
22,4,rank,rank_save,0.7
22,5,rank,rank_save,0.0
22,6,rank,rank_save,0.46
22,7,rank,rank_save,0.69
22,8,rank,rank_save,0.55
22,9,rank,rank_save,0.54
