season,week,rule_A,rule_B,p_elim_diff
15,1,percent,percent_save,0.0
15,2,percent,percent_save,0.66
15,3,percent,percent_save,0.51
15,4,percent,percent_save,0.6
15,5,percent,percent_save,0.0
15,6,percent,percent_save,0.83
15,7,percent,percent_save,0.0
15,8,percent,percent_save,0.57
15,9,percent,percent_save,0.69
15,1,percent,rank,0.0
15,2,percent,rank,0.77
15,3,percent,rank,0.51
15,4,percent,rank,0.55
15,5,percent,rank,0.0
15,6,percent,rank,0.88
15,7,percent,rank,0.0
15,8,percent,rank,0.54
15,9,percent,rank,0.76
15,1,percent,rank_save,0.0
15,2,percent,rank_save,0.76
15,3,percent,rank_save,0.48
15,4,percent,rank_save,0.52
15,5,percent,rank_save,0.0
15,6,percent,rank_save,0.89
15,7,percent,rank_save,0.0
15,8,percent,rank_save,0.55
15,9,percent,rank_save,0.8
15,1,percent_save,rank,0.0
15,2,percent_save,rank,0.54
15,3,percent_save,rank,0.26
15,4,percent_save,rank,0.27
15,5,percent_save,rank,0.0
15,6,percent_save,rank,0.73
15,7,percent_save,rank,0.0
15,8,percent_save,rank,0.11
15,9,percent_save,rank,0.7
15,1,percent_save,rank_save,0.0
15,2,percent_save,rank_save,0.49
15,3,percent_save,rank_save,0.24
15,4,percent_save,rank_save,0.25
15,5,percent_save,rank_save,0.0
15,6,percent_save,rank_save,0.66
15,7,percent_save,rank_save,0.0
15,8,percent_save,rank_save,0.1
15,9,percent_save,rank_save,0.71
15,1,rank,rank_save,0.0
15,2,rank,rank_save,0.33
15,3,rank,rank_save,0.05
15,4,rank,rank_save,0.04
15,5,rank,rank_save,0.0
15,6,rank,rank_save,0.55
15,7,rank,rank_save,0.0
15,8,rank,rank_save,0.01
15,9,rank,rank_save,0.61
