season,week,rule_A,rule_B,p_elim_diff
19,1,percent,percent_save,0.5
19,2,percent,percent_save,0.6
19,3,percent,percent_save,0.45
19,4,percent,percent_save,0.5
19,5,percent,percent_save,0.0
19,6,percent,percent_save,0.68
19,7,percent,percent_save,0.0
19,8,percent,percent_save,0.56
19,9,percent,percent_save,0.7
19,10,percent,percent_save,0.0
19,1,percent,rank,0.38
19,2,percent,rank,0.73
19,3,percent,rank,0.61
19,4,percent,rank,0.67
19,5,percent,rank,0.0
19,6,percent,rank,0.54
19,7,percent,rank,0.0
19,8,percent,rank,0.73
19,9,percent,rank,0.62
19,10,percent,rank,0.0
19,1,percent,rank_save,0.6
19,2,percent,rank_save,0.64
19,3,percent,rank_save,0.49
19,4,percent,rank_save,0.54
19,5,percent,rank_save,0.0
19,6,percent,rank_save,0.84
19,7,percent,rank_save,0.0
19,8,percent,rank_save,0.62
19,9,percent,rank_save,0.69
19,10,percent,rank_save,0.0
19,1,percent_save,rank,0.62
19,2,percent_save,rank,0.74
19,3,percent_save,rank,0.5
19,4,percent_save,rank,0.59
19,5,percent_save,rank,0.0
19,6,percent_save,rank,0.66
19,7,percent_save,rank,0.0
19,8,percent_save,rank,0.72
19,9,percent_save,rank,0.64
19,10,percent_save,rank,0.0
19,1,percent_save,rank_save,0.43
19,2,percent_save,rank_save,0.46
19,3,percent_save,rank_save,0.29
19,4,percent_save,rank_save,0.34
19,5,percent_save,rank_save,0.0
19,6,percent_save,rank_save,0.72
19,7,percent_save,rank_save,0.0
19,8,percent_save,rank_save,0.57
19,9,percent_save,rank_save,0.34
19,10,percent_save,rank_save,0.0
19,1,rank,rank_save,0.76
19,2,rank,rank_save,0.84
19,3,rank,rank_save,0.58
19,4,rank,rank_save,0.63
19,5,rank,rank_save,0.0
19,6,rank,rank_save,0.7
19,7,rank,rank_save,0.0
19,8,rank,rank_save,0.64
19,9,rank,rank_save,0.64
19,10,rank,rank_save,0.0
