season,week,rule_A,rule_B,p_elim_diff
25,1,percent,percent_save,0.0
25,2,percent,percent_save,0.74
25,3,percent,percent_save,0.0
25,4,percent,percent_save,0.72
25,5,percent,percent_save,0.0
25,6,percent,percent_save,0.63
25,7,percent,percent_save,0.65
25,8,percent,percent_save,0.72
25,9,percent,percent_save,0.68
25,1,percent,rank,0.0
25,2,percent,rank,0.74
25,3,percent,rank,0.0
25,4,percent,rank,0.63
25,5,percent,rank,0.0
25,6,percent,rank,0.64
25,7,percent,rank,0.55
25,8,percent,rank,0.64
25,9,percent,rank,0.71
25,1,percent,rank_save,0.0
25,2,percent,rank_save,0.75
25,3,percent,rank_save,0.0
25,4,percent,rank_save,0.65
25,5,percent,rank_save,0.0
25,6,percent,rank_save,0.6
25,7,percent,rank_save,0.61
25,8,percent,rank_save,0.72
25,9,percent,rank_save,0.62
25,1,percent_save,rank,0.0
25,2,percent_save,rank,0.74
25,3,percent_save,rank,0.0
25,4,percent_save,rank,0.53
25,5,percent_save,rank,0.0
25,6,percent_save,rank,0.61
25,7,percent_save,rank,0.66
25,8,percent_save,rank,0.72
25,9,percent_save,rank,0.71
25,1,percent_save,rank_save,0.0
25,2,percent_save,rank_save,0.75
25,3,percent_save,rank_save,0.0
25,4,percent_save,rank_save,0.48
25,5,percent_save,rank_save,0.0
25,6,percent_save,rank_save,0.59
25,7,percent_save,rank_save,0.4
25,8,percent_save,rank_save,0.45
25,9,percent_save,rank_save,0.36
25,1,rank,rank_save,0.0
25,2,rank,rank_save,0.69
25,3,rank,rank_save,0.0
25,4,rank,rank_save,0.31
25,5,rank,rank_save,0.0
25,6,rank,rank_save,0.62
25,7,rank,rank_save,0.6
25,8,rank,rank_save,0.72
25,9,rank,rank_save,0.7
