season,week,rule_A,rule_B,p_elim_diff
12,1,percent,percent_save,0.0
12,2,percent,percent_save,0.48
12,3,percent,percent_save,0.52
12,4,percent,percent_save,0.63
12,5,percent,percent_save,0.0
12,6,percent,percent_save,0.45
12,7,percent,percent_save,0.65
12,8,percent,percent_save,0.7
12,9,percent,percent_save,0.48
12,1,percent,rank,0.0
12,2,percent,rank,0.56
12,3,percent,rank,0.62
12,4,percent,rank,0.69
12,5,percent,rank,0.0
12,6,percent,rank,0.65
12,7,percent,rank,0.7
12,8,percent,rank,0.66
12,9,percent,rank,0.48
12,1,percent,rank_save,0.0
12,2,percent,rank_save,0.5
12,3,percent,rank_save,0.53
12,4,percent,rank_save,0.7
12,5,percent,rank_save,0.0
12,6,percent,rank_save,0.66
12,7,percent,rank_save,0.66
12,8,percent,rank_save,0.82
12,9,percent,rank_save,0.6
12,1,percent_save,rank,0.0
12,2,percent_save,rank,0.66
12,3,percent_save,rank,0.68
12,4,percent_save,rank,0.73
12,5,percent_save,rank,0.0
12,6,percent_save,rank,0.58
12,7,percent_save,rank,0.7
12,8,percent_save,rank,0.75
12,9,percent_save,rank,0.56
12,1,percent_save,rank_save,0.0
12,2,percent_save,rank_save,0.53
12,3,percent_save,rank_save,0.51
12,4,percent_save,rank_save,0.64
12,5,percent_save,rank_save,0.0
12,6,percent_save,rank_save,0.55
12,7,percent_save,rank_save,0.59
12,8,percent_save,rank_save,0.64
12,9,percent_save,rank_save,0.61
12,1,rank,rank_save,0.0
12,2,rank,rank_save,0.56
12,3,rank,rank_save,0.65
12,4,rank,rank_save,0.74
12,5,rank,rank_save,0.0
12,6,rank,rank_save,0.62
12,7,rank,rank_save,0.65
12,8,rank,rank_save,0.8
12,9,rank,rank_save,0.67
