season,week,rule_A,rule_B,p_elim_diff
5,1,percent,percent_save,0.18
5,2,percent,percent_save,0.52
5,3,percent,percent_save,0.4
5,4,percent,percent_save,0.78
5,5,percent,percent_save,0.64
5,6,percent,percent_save,0.47
5,7,percent,percent_save,0.0
5,8,percent,percent_save,0.0
5,9,percent,percent_save,0.91
5,1,percent,rank,0.23
5,2,percent,rank,0.65
5,3,percent,rank,0.39
5,4,percent,rank,0.63
5,5,percent,rank,0.63
5,6,percent,rank,0.46
5,7,percent,rank,0.0
5,8,percent,rank,0.0
5,9,percent,rank,0.47
5,1,percent,rank_save,0.14
5,2,percent,rank_save,0.54
5,3,percent,rank_save,0.39
5,4,percent,rank_save,0.74
5,5,percent,rank_save,0.7
5,6,percent,rank_save,0.86
5,7,percent,rank_save,0.0
5,8,percent,rank_save,0.0
5,9,percent,rank_save,0.8
5,1,percent_save,rank,0.18
5,2,percent_save,rank,0.45
5,3,percent_save,rank,0.08
5,4,percent_save,rank,0.75
5,5,percent_save,rank,0.63
5,6,percent_save,rank,0.42
5,7,percent_save,rank,0.0
5,8,percent_save,rank,0.0
5,9,percent_save,rank,0.91
5,1,percent_save,rank_save,0.09
5,2,percent_save,rank_save,0.29
5,3,percent_save,rank_save,0.06
5,4,percent_save,rank_save,0.45
5,5,percent_save,rank_save,0.32
5,6,percent_save,rank_save,0.72
5,7,percent_save,rank_save,0.0
5,8,percent_save,rank_save,0.0
5,9,percent_save,rank_save,0.7
5,1,rank,rank_save,0.16
5,2,rank,rank_save,0.36
5,3,rank,rank_save,0.02
5,4,rank,rank_save,0.77
5,5,rank,rank_save,0.61
5,6,rank,rank_save,0.85
5,7,rank,rank_save,0.0
5,8,rank,rank_save,0.0
5,9,rank,rank_save,0.85
