season,week,rule_A,rule_B,p_elim_diff
17,1,percent,percent_save,0.0
17,2,percent,percent_save,0.61
17,3,percent,percent_save,0.68
17,4,percent,percent_save,0.64
17,5,percent,percent_save,0.91
17,6,percent,percent_save,0.0
17,7,percent,percent_save,0.0
17,8,percent,percent_save,0.52
17,9,percent,percent_save,0.62
17,10,percent,percent_save,0.72
17,1,percent,rank,0.0
17,2,percent,rank,0.46
17,3,percent,rank,0.61
17,4,percent,rank,0.7
17,5,percent,rank,0.92
17,6,percent,rank,0.0
17,7,percent,rank,0.0
17,8,percent,rank,0.52
17,9,percent,rank,0.57
17,10,percent,rank,0.7
17,1,percent,rank_save,0.0
17,2,percent,rank_save,0.71
17,3,percent,rank_save,0.71
17,4,percent,rank_save,0.68
17,5,percent,rank_save,0.91
17,6,percent,rank_save,0.0
17,7,percent,rank_save,0.0
17,8,percent,rank_save,0.53
17,9,percent,rank_save,0.51
17,10,percent,rank_save,0.71
17,1,percent_save,rank,0.0
17,2,percent_save,rank,0.64
17,3,percent_save,rank,0.71
17,4,percent_save,rank,0.57
17,5,percent_save,rank,0.8
17,6,percent_save,rank,0.0
17,7,percent_save,rank,0.0
17,8,percent_save,rank,0.04
17,9,percent_save,rank,0.53
17,10,percent_save,rank,0.41
17,1,percent_save,rank_save,0.0
17,2,percent_save,rank_save,0.4
17,3,percent_save,rank_save,0.41
17,4,percent_save,rank_save,0.42
17,5,percent_save,rank_save,0.81
17,6,percent_save,rank_save,0.0
17,7,percent_save,rank_save,0.0
17,8,percent_save,rank_save,0.01
17,9,percent_save,rank_save,0.41
17,10,percent_save,rank_save,0.34
17,1,rank,rank_save,0.0
17,2,rank,rank_save,0.67
17,3,rank,rank_save,0.69
17,4,rank,rank_save,0.54
17,5,rank,rank_save,0.52
17,6,rank,rank_save,0.0
17,7,rank,rank_save,0.0
17,8,rank,rank_save,0.03
17,9,rank,rank_save,0.22
17,10,rank,rank_save,0.23
