season,week,rule_A,rule_B,p_elim_diff
24,1,percent,percent_save,0.0
24,2,percent,percent_save,0.44
24,3,percent,percent_save,0.0
24,4,percent,percent_save,0.6
24,5,percent,percent_save,0.7
24,6,percent,percent_save,0.81
24,7,percent,percent_save,0.87
24,8,percent,percent_save,0.59
24,9,percent,percent_save,0.77
24,1,percent,rank,0.0
24,2,percent,rank,0.55
24,3,percent,rank,0.0
24,4,percent,rank,0.71
24,5,percent,rank,0.7
24,6,percent,rank,0.79
24,7,percent,rank,0.85
24,8,percent,rank,0.69
24,9,percent,rank,0.77
24,1,percent,rank_save,0.0
24,2,percent,rank_save,0.47
24,3,percent,rank_save,0.0
24,4,percent,rank_save,0.65
24,5,percent,rank_save,0.8
24,6,percent,rank_save,0.8
24,7,percent,rank_save,0.9
24,8,percent,rank_save,0.62
24,9,percent,rank_save,0.93
24,1,percent_save,rank,0.0
24,2,percent_save,rank,0.49
24,3,percent_save,rank,0.0
24,4,percent_save,rank,0.63
24,5,percent_save,rank,0.52
24,6,percent_save,rank,0.69
24,7,percent_save,rank,0.73
24,8,percent_save,rank,0.65
24,9,percent_save,rank,0.45
24,1,percent_save,rank_save,0.0
24,2,percent_save,rank_save,0.45
24,3,percent_save,rank_save,0.0
24,4,percent_save,rank_save,0.54
24,5,percent_save,rank_save,0.52
24,6,percent_save,rank_save,0.62
24,7,percent_save,rank_save,0.63
24,8,percent_save,rank_save,0.57
24,9,percent_save,rank_save,0.8
24,1,rank,rank_save,0.0
24,2,rank,rank_save,0.5
24,3,rank,rank_save,0.0
24,4,rank,rank_save,0.66
24,5,rank,rank_save,0.58
24,6,rank,rank_save,0.54
24,7,rank,rank_save,0.54
24,8,rank,rank_save,0.75
24,9,rank,rank_save,0.77
